"","IN","TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS","tag","TARGET_TAG"
"215",215,0,8.6,1.695,0.11,4.1,0.481,-114,101,0.96126,2.66,0.38,12.5,0,9,1,"train","no"
"216",216,0,6.6,0.22,-0.6,137.6,0.316,39,118,0.99834,3.05,1.79,9.1,0,7,1,"train","no"
"217",217,NA,6.8,1.36,0.3,20.7,0.043,-263,133.534226690874,1.03284,3.17,0.46,24.4,0,7,1,"test",NA
"218",218,0,6.6,-0.86,0.25,-36.9,0.045,45,178,1.04206,4.26,0.43,15,0,7,1,"train","no"
"219",219,5,1.3,-0.15,1.44,-20.8,-0.321,279,87,0.9936,2.17,0.42,10.9,0,8,2,"train","yes"
"220",220,2,14.3,0.99,0.15,1.2,0.053,61,573,1.03601,3.86,0.43,9.2,-1,8,1,"train","yes"
"221",221,0,20.6,0.24,0.46,2.2,0.033,-54.2740929450034,111,1.02888,3.0591888602914,0.25,5.4,-1,7,2,"train","no"
"222",222,3,-4.4,0.13,1.61,101.1,0.077,121,-363,0.9728,2.02,0.53,4.4,0,12,1,"train","yes"
"223",223,NA,14.3,0.32,0.25,-2.3,0.013,13,349,0.9957,4.65,-1.19,12.2,0,6,2,"test",NA
"224",224,0,7.8,0.625,0.16,2,0.399819828911341,132,-324,0.9962,3.14,0.23,11,2,9,3,"train","no"
"225",225,0,7,0.42,0.26,-32.9,0.088,79,39,1.08975,2.81,0.55,9.2,-2,8,1,"train","no"
"226",226,NA,6.6,0.82,0.24,23.8,0.048,55,347,0.97506,3.2,0.38,15.2,0,7,1,"test",NA
"227",227,3,-2.2,0.655,-1.19,48.8,-0.236,138,-339,0.96197,2.71,0.88,5.3,1,7,3,"train","yes"
"228",228,NA,-4,0.16,0.27,44.4,0.607,227,98,1.03142,2.24,0.34,7.9,1,6,2,"test",NA
"229",229,7,0.8,0.46,1.94,-8.3,0.356,41,193,0.9928,3.6,0.35,12.2,2,8,4,"train","yes"
"230",230,NA,28.3,0.645,0.03,-7.9,0.086,195,39,0.9969,2.93,-0.53,11.6,0,8,3,"test",NA
"231",231,4,6.3,-0.69,-0.04,51.1,0.038,59,35,1.00701,3.12,0.04,9.5,0,8,2,"train","yes"
"232",232,3,7.6,0.18,0.46,46.4,0.055,58,614,1.02397,3.14,-0.366404591211602,9.9,-1,8,2,"train","yes"
"233",233,0,10,0.35,0.53,2.6,0.07,-253,16,0.9972,3.15,-0.16,11,1,12,1,"train","no"
"234",234,0,-4.1,0.33,0.27,1.2,-0.405,34,-82.9853550319208,0.9934,3.37,1.47,9.4,1,7,1,"train","no"
"235",235,4,5.6,0.835,0.16,141.15,0.051,128,389,0.99564,3.67,2.82613833978721,10.8,0,6,3,"train","yes"
"236",236,5,7.7,0.34,0.28,6,0.242,31,359,0.99815,3.27,1.88183096636698,9.2,1,8,3,"train","yes"
"237",237,4,-2.2,0.79,0.43,1.6,0.769,31,468,0.9916,4.02,0.5,7.4,0,9,3,"train","yes"
"238",238,3,6.1,0.32,-0.59,8.3,0.036,19,455,1.00919,4.23,0.52,12.6,-1,7,1,"train","yes"
"239",239,3,6.3,-1.04,-0.38,5.9,0.448,82.5,260,1.0167,3.12,0.66,15.7,0,7,1,"train","yes"
"240",240,0,4.7,0.35,0.3,58.9,-0.129,156,97,1.01223,2.04,0.41,11,-1,7,1,"train","no"
"241",241,NA,4.7,0.98,0.35,24.7,0.235,11,-9,0.9926,2.19,0.38,12.4,0,9,1,"test",NA
"242",242,4,-3.3,0.56,0.22,9.8,0.049,50,47,1.03157,3.68,-1.24,17.7,0,6,3,"train","yes"
"243",243,NA,5.8,0.21,0.25,-50.5,0.038,-33,-135,0.96472,3.28,0.49,9.4,0,7,2,"test",NA
"244",244,0,6.4,0.25,0.04,39.2,0.437,-48,114,0.99114,3.31,0.58,3.08625271631499,-1,7,1,"train","no"
"245",245,5,5.5,0.42,1.48,-51.4,-0.339,43,589,0.99013,3.14,0.88,18.5,1,7,3,"train","yes"
"246",246,3,9.3,-0.01,-0.44,10.8888411392106,0.051,46,139,1.03656,3.18,-0.285662338142972,13.2,0,7,3,"train","yes"
"247",247,0,8.7,0.78,1.07,1.7,-0.061,12,122,0.99577,2.33596464767838,1.23,15.6,0,10,2,"train","no"
"248",248,4,-2.5,0.61,0.28,-9.48968319960123,0.039,-73,-37,0.99469,3.11,-1.28,10.9,-1,7,2,"train","yes"
"249",249,NA,8.9,0.33,-0.5,61.55,0.038,-234,138,0.96369,3.03,0.09,8.51724588874131,0,8,3,"test",NA
"250",250,0,8.8,0.86,0.36,39.6,-0.29,239,-44,0.9982,3.23,0.51,9.3,0,9,1,"train","no"
"251",251,4,5.7,0.93,-0.05,6.8,0.167,61,-51,1.03903,3.09,0.46,15.1,1,7,2,"train","yes"
"252",252,3,-0.6,0.37,0.52,45.8562194505615,0.082,146,26,1.0565,3.22,-0.79,9.5,0,10,3,"train","yes"
"253",253,0,18.7,-0.2,0.56,1.9,-0.278,-64,60,1.07733,4.83,0.58,8.7,1,12,1,"train","no"
"254",254,4,7,0.23,1.94,3.2,0.775,150,-237,1.02365,3.02,1.29,13.3,0,10,2,"train","yes"
"255",255,4,12.3,0.3,0.22,-15.1,-0.528,-143.929605831651,191,0.9966,3.08,0.4,9.3,0,8,3,"train","yes"
"256",256,4,0.4,-0.07,-0.09,9.6,-0.497,-288,143,1.00784,3.25,-1.98,20.2,-1,7,2,"train","yes"
"257",257,5,13.5,2.03,0.28,14.7,0.162,-157,353,0.99792,2.90349531020893,0.39,6.1,0,7,2,"train","yes"
"258",258,6,0.3,0.31,-0.49,53.3,0.036,34,114,1.03461,2.12,-0.67,6.1,1,8,3,"train","yes"
"259",259,4,-0.3,0.31,0.34,1.6,-0.193640552386649,23,280,0.97574,5.79,0.47,11.7,0,8,2,"train","yes"
"260",260,0,6.8,0.04,0.09,25.7,0.04,-350,339,1.03736,2.34,0.46,16,0,7,1,"train","no"
"261",261,5,0.4,-0.48,-0.88,14.8,-0.313,-96,45,0.97751,3.12,0.69,14.5,-1,8,2,"train","yes"
"262",262,3,10.4,0.17,0.27,1.4,0.032,39,45,0.99254,3.14,0.67,14.1922794247888,0,7,3,"train","yes"
"263",263,4,6.6,0.18,0.28,41.5,0.041,53,-87,0.99207,3.13,0.45,9.3,0,7,2,"train","yes"
"264",264,2,7.6,0.29,1.48,35.1,0.051,100,146,0.9939,3.16,0.39,12,-1,8,1,"train","yes"
"265",265,5,6.5,-0.35,0.65,17.6,-0.124,34,-154,0.9923,3.91,0.47,3,1,7,2,"train","yes"
"266",266,3,6.9,0.59,0.82,38.2,0.415,34,389,0.99165,2.13,-1.03,12.3,-2,8,2,"train","yes"
"267",267,6,6.6,0.18,0.35,1.5,0.049,104,241,1.03452,3.7,0.04,10.2,1,7,2,"train","yes"
"268",268,3,2.3,0.38,0.25,9.8,-0.461,-53.1261382351049,191,0.99548,3.28,-0.33233533869828,7.57078742526297,0,8,3,"train","yes"
"269",269,3,9,0.8,0.12,34,0.192,8,-78,1.01622,4.26,1.38,23.2,-1,10,2,"train","yes"
"270",270,0,1.9,0.33,-0.29,54.926002524457,-0.312,232.850411628974,105,0.97143,3.05,-1.36869424980818,9.2,1,8,2,"train","no"
"271",271,4,13.6,0.29,-0.3,1.4,0.666,52,148,0.98378,2.07,-1.24,9,0,8,3,"train","yes"
"272",272,4,7.3,1.18,0.3,13,-0.633,46,-27.1268406962934,1.08993,3.72,1.33145064367979,7.6,0,8,1,"train","yes"
"273",273,3,16.9,0.41,1.24,-15.2,0.042,92,293,0.95241,2.86,1.99,9.7,-1,8,2,"train","yes"
"274",274,4,14.3,-0.4,1.24,-33.3,-0.522,26,105,0.98962,3.19,0.75,12.4,-1,7,3,"train","yes"
"275",275,0,6,0.76,1.8,3.3,0.303,26,-226,0.94672,2.34,0.522339410795246,9.5,-2,7,1,"train","no"
"276",276,0,-8.2,0.12,0.28,-42.5,-0.073,-83,19,1.01367,3.23,-0.71,12,-1,7,2,"train","no"
"277",277,3,19,1.48,0.64,73.6,-0.246,238,-388,1.01453,2.04,0.68584451134895,9.2,0,8,2,"train","yes"
"278",278,5,-3.9,0.18,-0.5,12.6,-0.301,155,195,1,3.05,-1,10.4,-1,8,1,"train","yes"
"279",279,0,17.8,2.37,0.66,-46.4,0.257071551746587,-130,-108,0.95981,3.37,1.97,8,0,7,1,"train","no"
"280",280,4,9.7,1.35,1.54,-11.7,-0.098,-26,-160,0.9891,3.03,-0.55,13.3,0,7,1,"train","yes"
"281",281,NA,10.6,-1.02,-0.61,1.1,-0.422,-25,107,0.9923,2.45,-0.34,10.2,0,9,3,"test",NA
"282",282,4,6.5,1.74,0.19,-33.6,-0.0898088657450619,196,530,0.99364,3.34,0.72,10.1,0,7,3,"train","yes"
"283",283,3,5.5,0.24,0.11,1.7,0.046,-206,113,0.99224,3.22,0.48,10,0,6,2,"train","yes"
"284",284,7,6.8,0.18,0.3,12.8,0.062,-236,-229,1.01817,2.85,2.25,8.9,2,7,3,"train","yes"
"285",285,3,6.6,1.01,0.02,2.1,-0.068,-382,16,0.95273,2.2,0.580624281116797,9.5,0,7,2,"train","yes"
"286",286,4,6.7,0.96,1.07,1.4,0.025,-200,76,0.98398,1.63,0.44,11,0,7,3,"train","yes"
"287",287,3,5.1,2.68,2.06,1.1,0.564,-381,420.314602595089,0.99445,3.15,1.84,13.7,0,7,1,"train","yes"
"288",288,NA,10.9,1.2,1.22,27.9,0.12,207,17,1.0002,4.2,-1.31,11.7,0,12,2,"test",NA
"289",289,0,6.8,2.01,0.91,-7.7,0.645,110,-374,1.0395,3.46,0.72,10.2,0,7,1,"train","no"
"290",290,2,9.8,0.44,0.42,2.8,-0.134,35,167,1.01102,3.12,0.39,10.2412770192791,-1,11,2,"train","yes"
"291",291,4,6.8,0.27,0.31,-24.6,-0.194,259,170,1.01824,4.17,0.66,14.2,0,7,2,"train","yes"
"292",292,0,9.9,0.08,1.25,2.2,-0.527,-50,26,0.95523,2.42,0.78,12.5,0,11,1,"train","no"
"293",293,0,6.2,0.3,0.3,23.9,0.041,29,82,0.89652,3.31,0.995333545701963,18.2,0,7,1,"train","no"
"294",294,NA,8.8,0.2,-0.59,92.4,0.053,167,214,1.026,3.868193500744,0.79,8.8,-2,9,1,"test",NA
"295",295,NA,6.3,1.15,0.24,91.4,0.052,36,135,0.99374,2.52,-1.13,11.4923848880468,-2,7,1,"test",NA
"296",296,0,-3.6,0.22,0.21,-24.7,0.588,-244,-47,0.98675,3.1,0.55,17.4,0,8,1,"train","no"
"297",297,4,7.6,0.7,0.38,1.9,-0.06,-252,188,0.98962,3.18,-0.94,12.4,0,7,3,"train","yes"
"298",298,0,7,0.33,-2.08,-56,0.04,176,-227,0.9828,4.21,1.88,11,-2,8,1,"train","no"
"299",299,6,5.8,-0.87,0.3,42,0.024,45,159,1.03792,2.95,2.05,13.7,1,6,4,"train","yes"
"300",300,NA,6.5,0.62,1.82,8,-0.179,23.5581031360609,431,0.97319,2.68,0.47,7.4,2,7,2,"test",NA
"301",301,5,4.1,-0.42,0.3,6.1,1.214,45,-107,0.94727,1.88,0.83,9.9,1,8,3,"train","yes"
"302",302,NA,9.3,0.31,0.31,59.8,0.379,15,89,0.9976,2.48,0.57,6.3,1,8,2,"test",NA
"303",303,NA,0.3,-0.87,-0.8,69.5,0.54,170,83,0.98867,3.09,-0.44,11.7,0,7,2,"test",NA
"304",304,4,11.2,0.85,0.62,-9.5,0.036,56,153,0.9978,4.35,1.13,6.8,0,9,3,"train","yes"
"305",305,3,-1.4,0.25,1.83,-45.4,0.049,145,-113,0.99154,3.17,0.48,13.4,-1,8,2,"train","yes"
"306",306,7,-2.2,0.48,1.06,1.8,0.034,62,132,0.991,3.68,-1.94,12.6,1,8,4,"train","yes"
"307",307,2,0.3,0.21,0.28,7.5,0.07,80,-273,1.0955,2.87,1.03,9.4,-1,7,2,"train","yes"
"308",308,NA,6,0.25,0.28,-37.7,-0.468,37,132,0.99489,4.01,-1.96,9.4,-1,7,2,"test",NA
"309",309,0,-0.7,0.18,1.16,10.3,-0.52,-170,338.114340435574,0.96348,2.77,2.03,10.6,1,7,2,"train","no"
"310",310,2,1.4,1.64,1.97,75.6,-0.124,6,561,0.96292,2.94,0.44,9.1,-1,8,2,"train","yes"
"311",311,2,3.2,-0.27,0.52,-12.1,-0.13,12,276,0.9969,3.25,2.3,7.6,-1,10,2,"train","yes"
"312",312,6,9.2,-1,0.46,6.3,0.032,-45,121,0.99214,2.21,1.52,5.5,1,7,4,"train","yes"
"313",313,0,9.4,0.37,0.3,-57.5,0.04,49,139,0.99021,3.44,1.88,19.2,-1,8,1,"train","no"
"314",314,2,6.3,0.18,0.36,64.8,0.034,161,531,0.99074,3.16,-0.829846330292736,11,-2,7,1,"train","yes"
"315",315,3,-4.2,0.32,1.7,60.7,-0.551,267,180,0.99463,3.27,1.21,11.3,-1,8,3,"train","yes"
"316",316,3,10.7,0.28,0.35,28.9,0.054,-374,273,0.99178,4.2,1.2651325325311,10.7,0,8,2,"train","yes"
"317",317,4,5.7,1.08,0.6,53.5,0.064,296,-147.5,1.0439,3.68,-0.0437824518613847,10.3,1,7,3,"train","yes"
"318",318,3,5.7,0.77,0.12,2.9,0.082,157,74,0.971,2.03,0.64,10.4,-1,10,2,"train","yes"
"319",319,NA,9,0.35,1.5,51.9,0.252,282,415.957827167438,0.9912,3.35,-0.31,11.63333333,1,6,2,"test",NA
"320",320,NA,8.7,0.31,0.27,5.6,-0.331,91,84.45003635051,0.96927,3.65,0.52,13.3,0,9,1,"test",NA
"321",321,7,11.4,-0.65,3.09,70.6,0.421,-171,150,0.995,2.45,0.78,17.9,1,8,3,"train","yes"
"322",322,4,6.7,-0.82,1.11,12.5,0.035,199,-246,0.98535,2.88,1.65,5.2,0,7,2,"train","yes"
"323",323,5,14.6,0.51,1,16.2341821805951,0.037,-120,467,1.01275,3.1,1.62,7.8,1,9,2,"train","yes"
"324",324,NA,-0.1,0.32,0.37,1.8,-0.286,13,-184,0.9945,4.55,1.0678586174034,10.5,0,7,1,"test",NA
"325",325,4,11.2,0.14,0.33,-44.7,0.104,116,494,0.99057,2.99,1.47,20.9,0,8,3,"train","yes"
"326",326,6,7.8,0.33,0.62,-50.5439987221506,0.038,46,132,1.01853,3.23,0.43,13.4,1,8,3,"train","yes"
"327",327,4,6,-1.12,0.52,51.8,0.816,63,515,0.99494,3.1,-1.26,9,0,7,1,"train","yes"
"328",328,2,6.3,0.24,0.55,-46.2,-0.202,468,216,0.99931,2.9,-0.94,2.8,-1,7,1,"train","yes"
"329",329,0,12,1.93,-0.05,42,-0.095,154,117,0.94651,3.27,1.51,4.6,1,10,2,"train","no"
"330",330,3,6,-1.18,0.22,12.15,0.116,42,163,0.9957,3.2,0.46,10.1,0,7,3,"train","yes"
"331",331,NA,6.6,0.24,0.35,-13.7,0.031,36,135,0.9938,3.24,-1.81,14.5,-1,7,1,"test",NA
"332",332,3,5.4,0.7,0.29,46.5,0.499,256,145,1.02159,3.68,0.46,10.3,0,6,3,"train","yes"
"333",333,4,6.9,0.25,0.35,43.5,0.034,32,150,0.9947,3.21,0.36,11.5,0,8,3,"train","yes"
"334",334,0,6,0.68,-1.28,1.8,0.087,117,94,0.9944,4.11,0.52,10,-2,7,2,"train","no"
"335",335,4,6.1,0.12,1.41,52.9,0.046,39,-8,1.04495,2.36,-1.21,10.6,0,7,2,"train","yes"
"336",336,0,10,-0.33,-0.41,-31,-0.242,119,77,1.0447,3.16,0.69,11.7,1,11,1,"train","no"
"337",337,4,6,0.76,1.05,-10.4,0.092,15,54,1.00157,3.78,-0.97,5.3,1,9,2,"train","yes"
"338",338,6,7,-0.64,1.86,-24.5,-1.147,41,23,1.02574,3.84,0.37,13.5,1,8,4,"train","yes"
"339",339,3,7,0.23,-1.19,-53,0.157,-57,92,0.99372,2.45,-1.49,9.3,0,8,2,"train","yes"
"340",340,3,7.7,1.63,0.8,5.2,0.076,19,-338,0.99138,2.95,0.11,6.6,-1,9,2,"train","yes"
"341",341,5,11.2,-1.1,-0.32,-45.9,0.028,-74,-275,0.99484,3.13,1.77,10.9,-1,7,2,"train","yes"
"342",342,4,7.4,0.26,-1.22,32.2,0.332,22,115,0.9928,4.31,0.55,17.9,0,8,3,"train","yes"
"343",343,NA,7.2,0.21,1.15,25.4,0.043,186,213,0.98368,3.4451810795329,0.5,9.6,0,8,1,"test",NA
"344",344,4,6.5,0.19,0.34,62.7,-0.279,265,116,0.99362,3.21,0.68,19.3,0,7,3,"train","yes"
"345",345,0,6,0.03,0.13,1.2,0.452,60,-520,0.99114,3.94,0.22,10.6,0,7,1,"train","no"
"346",346,0,10.4,0.06,0.78,66.4,0.293,6,10,1.0055,3.9,0.65,11.8,1,11,3,"train","no"
"347",347,NA,7.4,-1.14,0.62,6,0.022,40,125,0.9928,3.13,2.31,5.2,-1,8,1,"test",NA
"348",348,NA,10.6,0.34,0.35,62.0428141091327,-0.657,-229,179,0.998,2.87,-2.56,8.3,0,7,2,"test",NA
"349",349,0,8.2,0.61,0.49,2.3,0.099,27,-287,0.97962,3.38,0.766069083113415,15.1,0,9,1,"train","no"
"350",350,NA,4.6,0.24,-0.66,1.3,0.043,71,462,0.95428,3.19,-1.32,14.7,1,8,2,"test",NA
"351",351,5,7.5,0.46,0.28,9.6,0.051,-4,157,1.03846,3.55,0.64759987972219,11.9,1,8,2,"train","yes"
"352",352,0,20.4,0.35,0.3,-70,0.299,-43,267,0.96256,2.66,1.34,11,-1,7,2,"train","no"
"353",353,4,5.7,3.18,0.26,12.5,0.049,-122.5,120,0.95985,2.81,1.01,3.9,0,6,2,"train","yes"
"354",354,3,5.4,0.34,-0.15,4,0.064,-30,83,0.9984,2.68,1.36,10.2,0,10,3,"train","yes"
"355",355,4,4.3,0.26,0.29,56.7,-0.623,40,179,0.99479,3.8,0.56,13.7,0,7,3,"train","yes"
"356",356,1,11.9,0.57,0.1,-10,0.094,273,-159,0.9972,4.33,3.75,9.2,-1,8,1,"train","yes"
"357",357,NA,3.9,0.53,1.21,2,0.058,243,-144,1.01599,3.21,-0.86,12.4,-2,8,1,"test",NA
"358",358,NA,16,0.43,0.34,40.0405209860508,0.068,-166,104,1.0247,3.19,2.03,9.3,0,7,2,"test",NA
"359",359,0,10.4,0.575,0.81,2.6,0.587,-213,76,0.98409,3.16,-2.69,9,1,12,2,"train","no"
"360",360,NA,15.8,0.86,0.38,41,0.625,211.826913530309,132,0.98895,3.28,-0.07,12.4,0,6,3,"test",NA
"361",361,0,7,-0.64,0.17,-13.8,0.049,259,-727,0.94211,2.69,0.36,15.8,0,8,3,"train","no"
"362",362,5,6.9,0.55,-0.25,-21.5,0.029,-120,107,1.01737,2.02,-2.02,9.8,-1,7,3,"train","yes"
"363",363,0,8.6,0.33,1.3,2.6,-0.031,16,68,0.99782,3.3,0.989242583155536,9.4,1,9,2,"train","no"
"364",364,1,18.1,0.33,0.64,1.94869436216033,0.056,-64,-101,0.9972,3.42,1.47,6,-2,8,1,"train","yes"
"365",365,5,8.5,0.48,0.3,1.5,0.037,-162.723803021811,160,0.97418,4.35,-1.22,15.5,0,7,2,"train","yes"
"366",366,NA,-14.7,-0.42,0.31,22.3,0.035,-201,99,0.98914,3.26,-1.28,5.60774782922695,1,7,1,"test",NA
"367",367,NA,13.6,0.56,0.93,10,0.037,38,379,0.99642,4.53,0.35,15.7,-1,7,1,"test",NA
"368",368,NA,6.7,0.41,0.15,41.1,0.033,25,-30,0.94975,3.05,-0.4,0.1,1,7,3,"test",NA
"369",369,3,7.6,-0.77,1.23,4.6,0.338,33,552,0.99018,3.04,0.43,13.1,-1,9,1,"train","yes"
"370",370,5,7.2,-0.48,0.29,54.4,-0.216,-57,-546,1.00726,3.33,-2.35,11,-1,7,2,"train","yes"
"371",371,4,6.8,0.23,0.42,-100.7,0.044,56,189,0.96061,3.22,0.48,11.8,0,7,1,"train","yes"
"372",372,0,8.4,0.61,0.4,1.4,0.343,-254,178,0.9909,1.9,0.68,14.2,1,7,4,"train","no"
"373",373,2,7.5,0.07,0.32,9,0.393,169.927490190969,-119.67816799301,1.04361,3.25,-0.18,10.4,-2,8,1,"train","yes"
"374",374,5,7.1,-1.1,-1.16,10.7,0.178,-46,-174,0.9959,3.16,2.1,10.9,0,8,3,"train","yes"
"375",375,0,-4.7,-1.25,0.31,1.7,0.079,111,-157.690522212868,0.99716,3.43,1.12,2.8,1,8,3,"train","no"
"376",376,NA,0.5,0.98,0.53,2.1,-0.487,152,-149,1.01881,2.19,-0.8,6.3,-1,9,1,"test",NA
"377",377,5,14.9,0.41,0.3,3.2,0.602972478649832,49,45,0.9927,2.37,1.5,11.7,0,7,2,"train","yes"
"378",378,5,6.3,1.5,1.16,1.7,0.041,-487,499,1.03032,3.32,0.56,15.2,1,7,3,"train","yes"
"379",379,2,6.8,0.22,1.52,-33,0.041,-226,182,0.99104,2.65,0.87,13.1,-1,7,1,"train","yes"
"380",380,NA,5.8,-0.49,1.78,62.3,0.044,-208,152,0.9961,3.31,-2.01,9.4,0,6,1,"test",NA
"381",381,0,6.2,1.93,0.24,1.7,0.077,193,34,1.04248,2.81,0.6,11.9582566516635,1,7,1,"train","no"
"382",382,5,0.2,-0.29,-1.34,-10.2,0.024,298,389,0.99234,3.37,0.58,12.5,1,6,4,"train","yes"
"383",383,6,1,0.21,0.27,-110.8,-0.338,-56,139,1.03285,3.16,0.61,10.3,1,7,3,"train","yes"
"384",384,5,15.7,0.18,-0.58,0,-0.118,-91,-235,0.99406,3.11,1.73,13.7,0,7,2,"train","yes"
"385",385,0,-4.6,0.26,-0.08,-3.75,0.049,41.5,-178,1.07817,3.06,0.44,4.2,-1,8,1,"train","no"
"386",386,4,8.1,0.45,-0.09,8.3,0.037,33,565,0.9976,3.31,0.64,7.3,1,9,2,"train","yes"
"387",387,4,8.2,0.22,0.19,1.1,0.064,36,32,0.99297,4.2,0.5,13.8,0,7,3,"train","yes"
"388",388,NA,2.8,0.46,0.44,-66,0.052,4,8,1.05282,3.33,1.67,6.9,-2,11,2,"test",NA
"389",389,0,10.4,1.78,0.18,52.3,0.042,109,101,0.9924,3.46,2.1,17.9,0,6,4,"train","no"
"390",390,3,-6.1,-1.21,1.92,11.3,0.048,232,118,0.96491,3.18,-0.69,10.3,0,9,1,"train","yes"
"391",391,5,6.7,-0.38,0.2,-49,0.229,-200,471,0.9956,3.37,0.64,10.4,1,8,2,"train","yes"
"392",392,6,6.5,-0.17,-0.39,1.9,0.036,-197,439,0.94561,1.91,0.887228058221594,11.9,1,7,2,"train","yes"
"393",393,5,12.3,0.4,0.27,50.2,0.394102530899088,75,114,0.99335,3.04,0.52,11.5,0,8,2,"train","yes"
"394",394,3,7.2,-0.79,0.37,-4.75,0.253,48,103,0.99542,3.91,-0.53,15.3,0,7,2,"train","yes"
"395",395,3,7.3,-0.95,0.39,-6.9,0.034,-29,-234,0.9942,3.18,0.46,11.5,0,8,2,"train","yes"
"396",396,NA,12.5,0.43,1.78,3.6,0.0492706920997983,7,45,0.96801,3.57,0.79,6.4,1,7,2,"test",NA
"397",397,5,1.9,0.33,0.3,27.8,0.036,-120,447,0.99028,3.25,2.38,12.5,0,7,3,"train","yes"
"398",398,NA,7.4,0.18,0.29,52.2,-0.171,260,366,0.96443,3.54,0.6,10.5,0,8,4,"test",NA
"399",399,0,3.5,0.66,0.41,1.3,0.044,11,287.04716828999,1.04381,4.11,-0.35,8.6,0,8,1,"train","no"
"400",400,4,7.5,0.36,0.29,1.5,0.046,239,7,0.95322,2.62,0.45,5.8,0,8,1,"train","yes"
"401",401,5,0.5,0.18,1.57,8.3,-0.191221194635246,20,-46.5,0.9923,2.51,0.79,17.7,1,7,1,"train","yes"
"402",402,3,3.9,0.665,0.19,66.1,0.048,-176,378,0.99487,3.26,0.71,9.05061962082895,-1,6,1,"train","yes"
"403",403,NA,7.1,-0.49,-1,46.7,0.033,16,78,0.993,2.91,0.820088831953618,5.4,0,8,3,"test",NA
"404",404,2,0.4,0.55,0.13,1.7,-0.049,-45,165,0.994,2.69,0.58,8.8,-2,8,1,"train","yes"
"405",405,0,0.8,0.38,0.4,2.2,0.068,12,28,1.01176,4.35,1.86,17.6,-1,10,1,"train","no"
"406",406,5,-2,0.22,-0.42,-49.2,-0.22314302473922,-189,130,0.96911,3.11,-1.02,15.7,0,7,2,"train","yes"
"407",407,3,8.3,0.815,-0.85,2.3,-0.23,15,471,0.97432,3.65,0.66,1.2,0,9,1,"train","yes"
"408",408,3,7,0.19,0.23,50.5,0.123,27,-254,0.91284,1.32,0.54,7.2,-1,7,3,"train","yes"
"409",409,0,16.8,0.41,1.06,65,0.096,17,69,0.99734,3.26,0.63,10.2,0,10,2,"train","no"
"410",410,NA,3,-1.52,0.46,29.2,0.05,5,13,0.9974,4.32,0.79,10.2,0,11,1,"test",NA
"411",411,0,6.6,0.84,0.03,2.3,0.09,114,-275,0.9952,4.36,0.56,13.4789252016392,0,7,2,"train","no"
"412",412,NA,8.1,0.24,1.86,11,0.043,41,586,0.98863,4.19337766779228,-1.38,10,2,9,3,"test",NA
"413",413,4,6.8,-0.9,0.18,52.6,-0.082,547,521,0.96083,2.74,1.86,15.3,0,7,2,"train","yes"
"414",414,3,8,0.22,0.2,15.4,0.043,57,476,1.02266,2.79361957065001,0.54,9.4,0,8,1,"train","yes"
"415",415,4,7.2,-0.22,-0.69,43,0.538,34,140,0.99,3.05,0.44,12.7,0,8,2,"train","yes"
"416",416,0,6.8,0.18,0.52,12.8,0.014,106,553,1.05792,3,0.52,15.4,-1,7,2,"train","no"
"417",417,4,7.3,0.145,-0.53,9.1,0.229,14,64,0.99012,1.28,0.37,13.9,-1,8,1,"train","yes"
"418",418,4,17.8,0.22,0.28,7.2,0.06,-28,24,0.9935,2.99,0.23,8.5,0,8,2,"train","yes"
"419",419,4,15.8,1.17,0.52,20.8,-0.195,61,339,0.96596,2,1.33,14.6,0,8,3,"train","yes"
"420",420,NA,17.1,0.41,0.66,-10.4,-0.983,77,194,0.9976,3.05,0.46,8.7,-1,8,1,"test",NA
"421",421,4,7.4,-0.73,-0.32,1.4,0.025,27,2,0.9915,3.75,0.33,11.2,0,8,3,"train","yes"
"422",422,0,9.5,0.57,0.07,2.3,0.082,23,-259,0.99782,3.27,0.25,15.8,1,10,3,"train","no"
"423",423,5,-3.9,0.25,-1.08,5.7,0.052,176,152,0.99856,3.16,0.88,10.5,1,7,2,"train","yes"
"424",424,4,2.5,0.29,1.62,1.7,0.024,-228,-169.732236565511,0.98923,3.5,0.59,6.4,-1,7,1,"train","yes"
"425",425,2,3.4,0.63,0.44,28.4,0.648,199,108,1.03741,2.03,0.64,8.6,-1,8,1,"train","yes"
"426",426,5,0.8,-1.01,-0.27,49.1,0.488,-206,102,1.0817,2.63,0.55,12.7,0,7,2,"train","yes"
"427",427,5,5.6,0.49,1.2,3.2,-0.484,33,249,0.99126,2.71,0.58,9.9,1,6,1,"train","yes"
"428",428,8,7.9,1.25,0.34,-39.2,-0.058,226,17,0.99235,2.5,1.05,13.1,2,9,4,"train","yes"
"429",429,0,-5,0.32,0.25,2.3,0.566011407273501,-165,-169,0.94462,3.42,0.15,10.6,-2,7,2,"train","no"
"430",430,5,13.3,0.18,0.14,11.5,0.638,-62,-156,0.99406,3.11,-0.22,9.3,0,7,3,"train","yes"
"431",431,4,14.9,1.23,1.87,2,0.039,-20,-205,0.94425,3.63,0.41,11.2,0,8,1,"train","yes"
"432",432,4,-1.1,1.22,0.47,2.5,-0.303,9,-335,0.9981,3.24,0.84,7.7,0,11,3,"train","yes"
